INSTNM,CITY,STABBR,ZIP,ACCREDAGENCY,MAIN,NUMBRANCH,PREDDEG,HIGHDEG,CONTROL,LOCALE,CCUGPROF,CCSIZSET,HBCU,PBI,MENONLY,WOMENONLY,RELAFFIL,DISTANCEONLY,UGDS,AGE_ENTRY,FEMALE,MARRIED,DEPENDENT,MD_FAMINC,percent_on_student_loan,id_number
Grace College and Theological Seminary,Winona Lake,IN,46590-1274,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,3,4,2,32.0,14.0,11.0,0.0,0.0,0.0,0.0,28.0,0.0,1478.0,22.316770186,0.6037267081,0.0844720497,0.8335403727,58766.64758,56.9,1183
Carlos Albizu University-San Juan,San Juan,PR,00902-3711,Middle States Commission on Higher Education,1,2,3,4,2,11.0,6.0,6.0,0.0,0.0,0.0,0.0,-2.0,0.0,108.0,28,0.8033573141,0.1798561151,0.345323741,19097.09088,49.02,4194
Montana State University-Billings,Billings,MT,59101-0298,Northwest Commission on Colleges and Universities,1,2,3,4,1,12.0,7.0,12.0,0.0,0.0,0.0,0.0,-2.0,0.0,4071.0,25.092565947,0.6225419664,0.1630695444,0.5664268585,31842.24921,49.36,2130
Our Lady of the Lake University,San Antonio,TX,78207-4689,Southern Association of Colleges and Schools Commission on Colleges,1,1,3,4,2,11.0,11.0,10.0,0.0,0.0,0.0,0.0,30.0,0.0,1556.0,23.267579909,0.701369863,0.096803653,0.7461187215,31084.46359,78.52,3753
Harris School of Business-Voorhees Campus,Voorhees,NJ,08043,Accrediting Commission of Career Schools and Colleges,1,2,1,1,3,21.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,443.0,29.494475138,0.8743093923,0.1657458564,0.2410220994,13689.74118,59.73,2273
Brightwood College-Modesto,Salida,CA,95368,Accrediting Council for Independent Colleges and Schools,1,2,1,2,3,21.0,4.0,1.0,0.0,0.0,0.0,0.0,-2.0,0.0,408.0,24.868397493,0.8567591764,0.175470009,0.4198746643,12627.30026,57.43,4475
Empire Beauty School-Warminster,Warminster,PA,18974,National Accrediting Commission of Cosmetology Arts and Sciences,0,13,1,1,3,21.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,64.0,26.54107402,0.9230769231,0.1309143687,0.3259796807,11896.58226,56.9,3231
National University,La Jolla,CA,92037-1011,Western Association of Schools and Colleges Senior Colleges and University Commission,1,1,3,4,2,11.0,5.0,15.0,0.0,0.0,0.0,0.0,-2.0,0.0,9425.0,31.23440193,0.6359875905,0.4183040331,0.0913478111,30114.34589,40.92,433
LIU Brooklyn,Brooklyn,NY,11201-8423,Middle States Commission on Higher Education,0,6,3,4,2,11.0,11.0,12.0,0.0,0.0,0.0,0.0,-2.0,0.0,4755.0,23.483067093,0.6675894378,0.0977427598,0.6905877342,27278.33419,69.16,2487
Metro Technology Centers,Oklahoma City,OK,73111-5240,Oklahoma State Board of Career and Technology Education,1,1,1,1,1,11.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,1106.0,31.083050847,0.5084745763,0.2050847458,0.2203389831,15760.08097,17.7,4400
Empire Beauty School-Rochester,Rochester,NY,14626-3461,National Accrediting Commission of Cosmetology Arts and Sciences,0,10,1,1,3,21.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,127.0,25.864904988,0.9429928741,0.1448931116,0.375,12423.42795,69.16,7066
Beal College,Bangor,ME,04401,Accrediting Council for Independent Colleges and Schools,1,1,2,2,3,13.0,3.0,1.0,0.0,0.0,0.0,0.0,-2.0,0.0,424.0,27.946695096,0.6353944563,0.2046908316,0.3496801706,20757.0791,75.81,1535
The College of Health Care Professions-Dallas,Dallas,TX,75243-1188,Accrediting Bureau of Health Education Schools,0,2,1,2,3,11.0,4.0,1.0,0.0,0.0,0.0,0.0,-2.0,0.0,152.0,28.306179775,0.7724719101,0.1924157303,0.3033707865,16742.28825,84.3,6989
Asher College,Sacramento,CA,95825,Accrediting Council for Continuing Education & Training,1,1,1,2,3,13.0,1.0,1.0,0.0,0.0,0.0,0.0,-2.0,0.0,716.0,36.96713615,0.4694835681,0.2503912363,0.117370892,14898.1998,45.79,5786
Homestead Schools,Torrance,CA,90505,Accrediting Bureau of Health Education Schools,1,1,1,1,2,12.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,168.0,29.955465587,0.7894736842,0.2631578947,0.2267206478,18905.84912,51.22,6307
Florida Gateway College,Lake City,FL,32025-2007,Southern Association of Colleges and Schools Commission on Colleges,1,1,2,3,1,32.0,5.0,9.0,0.0,0.0,0.0,0.0,-2.0,0.0,2170.0,25.829787234,0.6422379827,0.2096138692,0.4743892829,19011.66165,8.51,779
Westmoreland County Community College,Youngwood,PA,15697-1895,Middle States Commission on Higher Education,1,1,2,2,1,41.0,2.0,3.0,0.0,0.0,0.0,0.0,-2.0,0.0,5086.0,24.602525556,0.6190619363,0.1184606133,0.5847865304,26081.32615,32.5,3418
Institute of Medical Careers,Pittsburgh,PA,15235-3718,Accrediting Bureau of Health Education Schools,1,1,1,1,3,21.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,100.0,31.01744186,0.9360465116,0.1569767442,0.1511627907,12863.01791,84.68,6614
Azusa Pacific University,Azusa,CA,91702-7000,Western Association of Schools and Colleges Senior Colleges and University Commission,1,2,3,4,2,21.0,13.0,14.0,0.0,0.0,0.0,0.0,88.0,0.0,5918.0,25.838376384,0.7099630996,0.1867158672,0.5576875769,48805.00896,51.72,210
Tennessee College of Applied Technology-Ripley,Ripley,TN,38063,Council on Occupational Education,1,1,1,1,1,32.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,95.0,28.379888268,0.7150837989,0.2346368715,0.2011173184,13178.7463,0.0,3605
Irene's Myomassology Institute,Southfield,MI,48033,Accrediting Council for Continuing Education & Training,1,1,1,1,3,13.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,329.0,30.509036145,0.7951807229,0.1234939759,0.2710843373,17859.21768,57.25,5510
Argosy University-Denver,Denver,CO,80231,Western Association of Schools and Colleges Senior Colleges and University Commission,0,28,3,4,3,11.0,5.0,6.0,0.0,0.0,0.0,0.0,-2.0,0.0,125.0,29.893958794,0.6097854344,0.1975711015,0.2849493656,15149.50454,72.85,5848
Houston Training School-Gulfgate,Houston,TX,77087,Council on Occupational Education,0,4,1,1,3,11.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,282.0,30.577807848,0.9756427605,0.4127198917,0.1867388363,12776.86219,0.0,4702
Black River Technical College,Pocahontas,AR,72455,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,1,2,1,41.0,2.0,2.0,0.0,0.0,0.0,0.0,-2.0,0.0,1547.0,25.808403361,0.625210084,0.231092437,0.4588235294,19058.3193,35.94,145
Tulane University of Louisiana,New Orleans,LA,70118-5698,Southern Association of Colleges and Schools Commission on Colleges,1,1,3,4,2,11.0,8.0,16.0,0.0,0.0,0.0,0.0,-2.0,0.0,7892.0,23.645728643,0.643718593,0.0618090452,0.7165829146,57869.40895,35.34,1529
Daymar College-New Boston,New Boston,OH,45662-4900,Accrediting Council for Independent Colleges and Schools,0,4,2,2,3,31.0,3.0,1.0,0.0,0.0,0.0,0.0,-2.0,0.0,52.0,28.61423221,0.8239700375,0.2996254682,0.2322097378,12782.32225,95.4,2991
Phagans School of Beauty,Salem,OR,97301,National Accrediting Commission of Cosmetology Arts and Sciences,1,1,1,1,3,22.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,42.0,26.294871795,0.7564102564,0.1923076923,0.3205128205,13069.07708,86.05,3135
Portage Lakes Career Center,Uniontown,OH,44685,Council on Occupational Education,1,1,1,1,1,21.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,102.0,29.514563107,0.5436893204,0.2233009709,0.3300970874,23104.77493,95.45,4422
Tulsa Technology Center-Sand Springs Campus,Sand Springs,OK,74063,Oklahoma State Board of Career and Technology Education,0,6,1,1,1,21.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,203.0,29.115434501,0.4357976654,0.2360570687,0.2918287938,16436.5511,0.0,7092
North-West College-Pomona,Pomona,CA,91768,Accrediting Commission of Career Schools and Colleges,1,4,1,1,3,21.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,268.0,26.738202247,0.8668539326,0.1893258427,0.3741573034,16998.74561,98.12,437
Everest College-Thornton,Thornton,CO,80229,Accrediting Council for Independent Colleges and Schools,1,2,1,2,3,21.0,3.0,1.0,0.0,0.0,0.0,0.0,-2.0,0.0,342.0,27.745360825,0.8144329897,0.2298969072,0.2979381443,14171.83975,55.8,614
Sarasota School of Massage Therapy,Sarasota,FL,34243,Council on Occupational Education,1,1,1,1,3,21.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,95.0,31.563953488,0.7558139535,0.238372093,0.226744186,14802.59398,88.74,4799
Triangle Tech Inc-Sunbury,Sunbury,PA,17801,Accrediting Commission of Career Schools and Colleges,0,2,2,2,3,41.0,4.0,1.0,0.0,0.0,0.0,0.0,-2.0,0.0,102.0,24.045584046,0.056980057,0.0997150997,0.6096866097,29420.96863,89.52,5526
Brightwood College-North Hollywood,North Hollywood,CA,91606-3231,Accrediting Council for Independent Colleges and Schools,1,2,1,1,3,11.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,778.0,25.45494186,0.6664244186,0.1402616279,0.445494186,18153.16437,67.66,415
Otsego Area BOCES-Practical Nursing Program,Oneonta,NY,13820-1142,New York State Board of Regents and the Commissioner of Education,1,1,1,1,1,33.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,39.0,28.690140845,0.8309859155,0.2816901408,0.2957746479,20348.27603,79.07,2546
Bradley University,Peoria,IL,61625-0001,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,3,4,2,12.0,14.0,14.0,0.0,0.0,0.0,0.0,-2.0,0.0,4585.0,20.162625665,0.5280898876,0.0236546422,0.9426374926,84279.50156,69.66,996
Houghton College,Houghton,NY,14744,Middle States Commission on Higher Education,1,1,3,4,2,43.0,13.0,11.0,0.0,0.0,0.0,0.0,89.0,0.0,1010.0,21.299242424,0.6439393939,0.0549242424,0.8693181818,57977.63208,71.25,2468
Southeastern College-Jacksonville,Jacksonville,FL,32216,Accrediting Commission of Career Schools and Colleges,1,1,1,2,3,11.0,3.0,1.0,0.0,0.0,0.0,0.0,-2.0,0.0,173.0,32.414634146,0.7700348432,0.3101045296,0.1777003484,20704.43022,60.49,5519
Lake Superior College,Duluth,MN,55811-3399,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,2,2,1,13.0,1.0,3.0,0.0,0.0,0.0,0.0,-2.0,0.0,3736.0,25.023070804,0.522673031,0.1185361973,0.5445505171,28424.90651,44.23,1891
Southwestern Adventist University,Keene,TX,76059,Southern Association of Colleges and Schools Commission on Colleges,1,1,3,4,2,31.0,11.0,7.0,0.0,0.0,0.0,0.0,95.0,0.0,726.0,23.719565217,0.5739130435,0.1391304348,0.7326086957,31688.43189,67.09,3786
Antonelli College-Cincinnati,Cincinnati,OH,45202,Accrediting Commission of Career Schools and Colleges,1,3,2,2,3,11.0,4.0,1.0,0.0,0.0,0.0,0.0,-2.0,0.0,173.0,29.392741413,0.8710304601,0.1659105638,0.1691510045,11074.70497,99.44,2825
Washtenaw Community College,Ann Arbor,MI,48105-4800,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,1,2,1,21.0,1.0,4.0,0.0,0.0,0.0,0.0,-2.0,0.0,10094.0,25.992486339,0.5211748634,0.1147540984,0.4959016393,18421.43025,27.09,1865
University of Mount Olive,Mount Olive,NC,28365-0919,Southern Association of Colleges and Schools Commission on Colleges,1,1,3,3,2,31.0,5.0,9.0,0.0,0.0,0.0,0.0,100.0,0.0,3258.0,30.74555612,0.720162519,0.3326561706,0.2945657694,31425.302,74.25,2734
Daymar College-Owensboro,Owensboro,KY,42301,Accrediting Council for Independent Colleges and Schools,1,5,2,3,3,13.0,7.0,6.0,0.0,0.0,0.0,0.0,-2.0,0.0,94.0,30.715258856,0.878746594,0.3188010899,0.1321525886,14052.08936,86.89,1444
Wayne Finger Lakes BOCES-Practical Nursing Program,Newark,NY,14513-1863,Council on Occupational Education,1,1,1,1,1,32.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,302.0,29.379084967,0.9346405229,0.1699346405,0.1764705882,22925.70758,94.1,4964
York Technical College,Rock Hill,SC,29730,Southern Association of Colleges and Schools Commission on Colleges,1,1,2,2,1,13.0,2.0,3.0,0.0,0.0,0.0,0.0,-2.0,0.0,4747.0,25.57303687,0.6000562905,0.1443850267,0.5102730087,20243.76709,22.19,3505
Black Hawk College,Moline,IL,61265-5899,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,2,2,1,13.0,1.0,3.0,0.0,0.0,0.0,0.0,-2.0,0.0,4250.0,24.435371517,0.5866873065,0.1137770898,0.5832043344,21270.66377,11.13,992
Rowan College at Gloucester County,Sewell,NJ,08080,Middle States Commission on Higher Education,1,1,2,2,1,21.0,2.0,4.0,0.0,0.0,0.0,0.0,-2.0,0.0,6310.0,23.227659574,0.5902735562,0.0689969605,0.6714285714,28325.77599,20.45,2264
University of California-San Diego,La Jolla,CA,92093,Western Association of Schools and Colleges Senior Colleges and University Commission,1,1,3,4,1,11.0,15.0,16.0,0.0,0.0,0.0,0.0,-2.0,0.0,24801.0,20.571389977,0.4984465757,0.0179656896,0.9032824531,36630.20031,41.24,248
SUNY College of Technology at Delhi,Delhi,NY,13753-1100,Middle States Commission on Higher Education,1,1,2,3,1,33.0,7.0,10.0,0.0,0.0,0.0,0.0,-2.0,0.0,3407.0,22.079178886,0.5010473398,0.064516129,0.8039379975,36301.83493,64.54,2595
University of Central Arkansas,Conway,AR,72035-0001,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,3,4,1,13.0,13.0,13.0,0.0,0.0,0.0,0.0,-2.0,0.0,9232.0,21.082311734,0.6015761821,0.0492556918,0.8447898424,33571.73201,51.25,146
New Hope Christian College-Eugene,Eugene,OR,97405,Association for Bibical Higher Educaiton,1,2,3,3,2,12.0,11.0,8.0,0.0,0.0,0.0,0.0,79.0,0.0,162.0,23.463235294,0.4779411765,0.0955882353,0.7058823529,38721.18672,66.48,3108
Valencia College,Orlando,FL,32835,Southern Association of Colleges and Schools Commission on Colleges,1,1,2,3,1,12.0,5.0,15.0,0.0,0.0,0.0,0.0,-2.0,0.0,37634.0,23.245688512,0.5628814009,0.0918899797,0.6935526665,21225.15512,23.22,851
Paul Mitchell the School-Columbus,Columbus,OH,43231,National Accrediting Commission of Cosmetology Arts and Sciences,1,1,1,1,3,11.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,167.0,24.265625,0.953125,0.125,0.4609375,21196.33593,59.55,6246
Pro Way Hair School,Stone Mountain,GA,30083-3254,Council on Occupational Education,1,1,1,1,3,21.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,141.0,28.326666667,0.5766666667,0.1566666667,0.24,4329.079983,100.0,897
North Seattle College,Seattle,WA,98103-3599,Northwest Commission on Colleges and Universities,1,1,2,2,1,11.0,5.0,12.0,0.0,0.0,0.0,0.0,-2.0,0.0,2983.0,30.051263001,0.5423476969,0.1835066865,0.2466567608,17229.12742,2.03,4023
Middle Georgia State University,Macon,GA,31206,Southern Association of Colleges and Schools Commission on Colleges,1,1,3,3,1,12.0,7.0,13.0,0.0,0.0,0.0,0.0,-2.0,0.0,7487.0,25.340792259,0.6253401875,0.1549742969,0.5532204415,24018.81284,49.49,7082
Metro Business College-Rolla,Rolla,MO,65401,Accrediting Council for Independent Colleges and Schools,0,4,2,2,3,33.0,4.0,1.0,0.0,0.0,0.0,0.0,-2.0,0.0,76.0,29.094302554,0.8683693517,0.2495088409,0.2239685658,14596.02365,98.59,4280
Ogle School Hair Skin Nails-San Antonio,San Antonio,TX,78216,National Accrediting Commission of Cosmetology Arts and Sciences,0,3,1,1,3,11.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,129.0,24.913567839,0.9567839196,0.175879397,0.4231155779,17536.20643,73.09,6961
Schuyler Steuben Chemung Tioga Allegany BOCES,Elmira,NY,14903,Council on Occupational Education,1,1,1,1,1,41.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,144.0,29.444954128,0.9541284404,0.2431192661,0.2201834862,20897.26818,58.67,4803
Tennessee College of Applied Technology-Dickson,Dickson,TN,37055,Council on Occupational Education,1,1,1,1,1,32.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,430.0,28.276785714,0.5214285714,0.2839285714,0.3035714286,16230.30774,0.0,3553
Globe University–Wausau,Rothschild,WI,54474,Accrediting Council for Independent Colleges and Schools,0,10,2,3,3,23.0,7.0,6.0,0.0,0.0,0.0,0.0,-2.0,0.0,117.0,27.921728496,0.7704851203,0.2181002854,0.3257236038,22491.39515,80.93,6435
Eastern Illinois University,Charleston,IL,61920,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,3,4,1,32.0,13.0,13.0,0.0,0.0,0.0,0.0,-2.0,0.0,7525.0,21.788514974,0.6140784193,0.0493979623,0.8237110219,43665.53597,66.69,1030
Cape Fear Community College,Wilmington,NC,28401-3910,Southern Association of Colleges and Schools Commission on Colleges,1,1,2,2,1,12.0,2.0,4.0,0.0,0.0,0.0,0.0,-2.0,0.0,8390.0,26.214897431,0.5263891655,0.1236805417,0.5092611034,18702.74044,21.93,2677
Ohio Media School-Cincinnati,Cincinnati,OH,45227,Accrediting Commission of Career Schools and Colleges,1,1,1,1,3,11.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,70.0,29.473333333,0.4466666667,0.14,0.2733333333,14886.11037,93.75,4977
Capital Community College,Hartford,CT,06103,New England Association of Schools and Colleges Commission on Institutions of Higher Education,1,1,2,2,1,12.0,1.0,3.0,0.0,0.0,0.0,0.0,-2.0,0.0,3572.0,27.086307054,0.6858921162,0.1427385892,0.3979253112,16202.04707,5.9,648
Canton City Schools Adult Career and Technical Education,Canton,OH,44705,Council on Occupational Education,1,1,1,1,1,13.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,104.0,29.879781421,0.8579234973,0.1857923497,0.1366120219,14208.38354,92.5,2842
Platt College-San Diego,San Diego,CA,92115-3919,Accrediting Commission of Career Schools and Colleges,1,1,2,3,3,11.0,10.0,6.0,0.0,0.0,0.0,0.0,-2.0,0.0,314.0,26.689655172,0.3218390805,0.1609195402,0.3793103448,18553.06517,18.92,462
City College-Hollywood,Hollywood,FL,33024-4045,Accrediting Council for Independent Colleges and Schools,0,4,2,2,2,21.0,2.0,1.0,0.0,0.0,0.0,0.0,-2.0,0.0,138.0,28.918234912,0.7014925373,0.1648280337,0.3095392602,15471.54446,93.65,6820
Aviation Institute of Maintenance-Indianapolis,Indianapolis,IN,46241,Accrediting Commission of Career Schools and Colleges,1,1,1,1,3,11.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,143.0,29.950617284,0.1069958848,0.2551440329,0.2427983539,18801.05403,76.43,5305
Neosho County Community College,Chanute,KS,66720,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,1,2,1,33.0,1.0,2.0,0.0,0.0,0.0,0.0,-2.0,0.0,1323.0,24.4498998,0.6603206413,0.1412825651,0.5771543086,28396.41852,20.56,1376
North American University,Houston,TX,77038-0000,Accrediting Council for Independent Colleges and Schools,1,1,3,3,2,21.0,11.0,8.0,0.0,0.0,0.0,0.0,-2.0,0.0,419.0,22.759493671,0.4556962025,0.0759493671,0.7721518987,21871.4804,34.29,6665
Stony Brook University,Stony Brook,NY,11794,Middle States Commission on Higher Education,1,1,3,4,1,21.0,15.0,17.0,0.0,0.0,0.0,0.0,-2.0,0.0,16170.0,21.230756131,0.488760218,0.028099455,0.8668256131,40034.31174,44.96,2602
Atlantic Technical College,Coconut Creek,FL,33063-3902,Council on Occupational Education,1,1,1,1,1,21.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,2599.0,29.320557491,0.4477351916,0.1515679443,0.3658536585,15369.85986,0.0,712
Remington College-Fort Worth Campus,Fort Worth,TX,76112-1225,Accrediting Commission of Career Schools and Colleges,0,18,1,2,2,11.0,4.0,1.0,0.0,0.0,0.0,0.0,-2.0,0.0,435.0,27.527297807,0.7886597938,0.1719907071,0.2798751271,13413.43179,62.5,4616
Flathead Valley Community College,Kalispell,MT,59901,Northwest Commission on Colleges and Universities,1,1,2,2,1,41.0,2.0,2.0,0.0,0.0,0.0,0.0,-2.0,0.0,1625.0,26.325854701,0.5865384615,0.1901709402,0.5042735043,23386.03541,27.75,2131
Connors State College,Warner,OK,74469,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,2,2,1,43.0,3.0,2.0,0.0,0.0,0.0,0.0,-2.0,0.0,1814.0,24.566104079,0.6617440225,0.1758087201,0.5337552743,23028.72343,37.2,3042
Mount Wachusett Community College,Gardner,MA,01440-1000,New England Association of Schools and Colleges Commission on Institutions of Higher Education,1,1,2,2,1,41.0,2.0,3.0,0.0,0.0,0.0,0.0,-2.0,0.0,3924.0,25.768283582,0.6309701493,0.1544776119,0.5145522388,26787.95671,30.93,1714
Miami Valley Career Technology Center,Englewood,OH,45315,Council on Occupational Education,1,1,1,1,1,41.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,280.0,28.982570806,0.6383442266,0.2352941176,0.2723311547,19929.3818,44.31,2933
Bridgerland Applied Technology College,Logan,UT,84321,Council on Occupational Education,1,1,1,1,1,13.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,751.0,27.854066986,0.514354067,0.4401913876,0.2894736842,21208.28893,0.0,3836
Le Cordon Bleu College of Culinary Arts-Sacramento,Sacramento,CA,95834,Accrediting Council for Independent Colleges and Schools,0,5,1,1,3,11.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,318.0,28.767749699,0.4870637786,0.1874247894,0.3492779783,19276.97088,85.07,6076
West Hills College-Coalinga,Coalinga,CA,93210,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,1,1,2,2,1,32.0,1.0,2.0,0.0,0.0,0.0,0.0,-2.0,0.0,2534.0,23.018229167,0.4878472222,0.0911458333,0.6831597222,21785.56305,6.25,553
Arkansas Beauty School-Little Rock,Little Rock,AR,72209,National Accrediting Commission of Cosmetology Arts and Sciences,1,1,1,1,3,12.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,49.0,28.972222222,0.8981481481,0.1111111111,0.1851851852,6464.552706,90.38,132
Hair Expressions Academy,Rockville,MD,20852,National Accrediting Commission of Cosmetology Arts and Sciences,1,1,1,1,3,21.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,149.0,25.526315789,0.9667590028,0.1412742382,0.4736842105,23606.36699,83.33,5800
Paul Mitchell the School-Portland,Portland,OR,97205,National Accrediting Commission of Cosmetology Arts and Sciences,1,1,1,1,3,11.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,150.0,24.097701149,0.9252873563,0.0804597701,0.5172413793,20412.28055,44.02,3093
University of California-Merced,Merced,CA,95343-5603,Western Association of Schools and Colleges Senior Colleges and University Commission,1,1,3,4,1,41.0,12.0,13.0,0.0,0.0,0.0,0.0,-2.0,0.0,5884.0,19.534900542,0.5320072333,0.0054249548,0.9576853526,36154.29573,54.79,5631
Utica College,Utica,NY,13502-4892,Middle States Commission on Higher Education,1,1,3,4,2,13.0,9.0,13.0,0.0,0.0,0.0,0.0,-2.0,0.0,2857.0,23.893341554,0.6060419236,0.1054254007,0.7028360049,44704.77368,75.11,2639
Virginia College-Columbia,Columbia,SC,29223,Accrediting Council for Independent Colleges and Schools,0,33,1,2,3,21.0,6.0,6.0,0.0,0.0,0.0,0.0,-2.0,0.0,589.0,29.129327399,0.7731618859,0.1807204088,0.2466617211,13449.66401,80.55,6426
Sacramento City College,Sacramento,CA,95822-1386,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,1,1,2,2,1,11.0,1.0,5.0,0.0,0.0,0.0,0.0,-2.0,0.0,21506.0,24.925403226,0.5614247312,0.0991935484,0.5540322581,11278.216,5.02,481
Milan Institute-Visalia,Visalia,CA,93277,Accrediting Council for Continuing Education & Training,1,2,1,1,3,12.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,352.0,25.600492207,0.872026251,0.1821164889,0.3314191961,14015.0722,61.95,284
Solano Community College,Fairfield,CA,94534-3197,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,1,1,2,2,1,22.0,1.0,4.0,0.0,0.0,0.0,0.0,-2.0,0.0,8450.0,26.676630435,0.630736715,0.1416062802,0.4160628019,13517.04114,3.03,525
Strayer University-Maryland,Suitland,MD,20746,Middle States Commission on Higher Education,0,80,3,4,3,21.0,5.0,9.0,0.0,0.0,0.0,0.0,-2.0,0.0,1950.0,32.888760139,0.7027283261,0.2359282278,0.0929807929,17778.53878,48.94,5120
Marian Health Careers Center-Van Nuys Campus,Van Nuys,CA,91411,Accrediting Bureau of Health Education Schools,0,2,1,1,3,11.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,63.0,27.605882353,0.7588235294,0.2588235294,0.3705882353,22728.5342,66.41,6809
Saint Joseph's College-New York,Brooklyn,NY,11205-3688,Middle States Commission on Higher Education,1,2,3,4,2,11.0,13.0,12.0,0.0,0.0,0.0,0.0,-2.0,0.0,3985.0,23.580683157,0.6566548881,0.08598351,0.7396937574,49058.9492,54.16,2582
University of West Georgia,Carrollton,GA,30118-0001,Southern Association of Colleges and Schools Commission on Colleges,1,1,3,4,1,31.0,13.0,16.0,0.0,0.0,0.0,0.0,-2.0,0.0,9982.0,21.69176783,0.6485204856,0.0601289833,0.8272003035,37302.10727,65.96,948
Salem College,Winston-Salem,NC,27101,Southern Association of Colleges and Schools Commission on Colleges,1,1,3,4,2,12.0,13.0,8.0,0.0,0.0,0.0,1.0,44.0,0.0,946.0,24.502835539,0.9508506616,0.1077504726,0.6578449905,31273.70522,80.18,2763
University of Alaska Southeast,Juneau,AK,99801-8697,Northwest Commission on Colleges and Universities,1,1,1,4,1,33.0,5.0,9.0,0.0,0.0,0.0,0.0,-2.0,0.0,1428.0,26.712543554,0.6759581882,0.2073170732,0.4041811847,29162.03318,19.96,63
Fortis College-Cincinnati,Cincinnati,OH,45246,Accrediting Bureau of Health Education Schools,0,5,1,2,3,21.0,4.0,1.0,0.0,0.0,0.0,0.0,-2.0,0.0,471.0,28.148042705,0.7558718861,0.1696322657,0.271886121,15016.22146,94.21,5933
Colorado Technical University-Greenwood Village,Aurora,CO,80014,North Central Association of Colleges and Schools The Higher Learning Commission,0,6,3,4,3,11.0,5.0,6.0,0.0,0.0,0.0,0.0,-2.0,0.0,524.0,33.603407642,0.640641298,0.3073594746,0.0772648252,12813.29218,72.69,5114
Carteret Community College,Morehead City,NC,28557-2989,Southern Association of Colleges and Schools Commission on Colleges,1,1,1,2,1,32.0,1.0,2.0,0.0,0.0,0.0,0.0,-2.0,0.0,1517.0,26.868980963,0.6606942889,0.248600224,0.3863381859,17177.98758,0.0,2679
North Central Missouri College,Trenton,MO,64683,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,2,2,1,33.0,2.0,2.0,0.0,0.0,0.0,0.0,-2.0,0.0,1182.0,24.017801047,0.6921465969,0.1539267016,0.6073298429,29563.89473,29.03,2113
